depth_filename,rgb_filename,distance_to_target,angle_to_target,vel_x,vel_y,vel_yaw
depth/1752477573594.png,rgb/1752477573594.png,2.475145654864714,0.0009526243377271371,0.5212166687446492,0.0,0.20848666749785583
depth/1752477573694.png,rgb/1752477573694.png,2.4230239879902493,-0.019896042412058446,0.5212166687446492,0.0,0.20848666749785583
depth/1752477573794.png,rgb/1752477573794.png,2.371410437711454,-0.04054146252357649,0.5161355027879482,0.0,0.20645420111517598
depth/1752477573894.png,rgb/1752477573894.png,2.320316050668394,-0.06097921734080014,0.5109438704306016,0.0,0.20437754817224096
depth/1752477573994.png,rgb/1752477573994.png,2.2697025169206557,-0.08122463083989562,0.5061353374773849,0.0,0.20245413499095477
depth/1752477574094.png,rgb/1752477574094.png,2.219499393830877,-0.10130588007580688,0.502031230897785,0.0,0.20081249235911258
depth/1752477574194.png,rgb/1752477574194.png,2.1696192149013944,-0.12125795164759978,0.4988017892948271,0.0,0.19952071571792906
depth/1752477574294.png,rgb/1752477574294.png,2.1199698131789497,-0.14111771233657766,0.4964940172244464,0.0,0.1985976068897788
depth/1752477574394.png,rgb/1752477574394.png,2.070463590063926,-0.16092020158258702,0.4950622311502373,0.0,0.19802489246009358
depth/1752477574494.png,rgb/1752477574494.png,2.0210237824993404,-0.1806961246084211,0.4943980756458538,0.0,0.19775923025834086
depth/1752477574594.png,rgb/1752477574594.png,1.971588017568288,-0.20047043058084224,0.49435764931052617,0.0,0.19774305972421136
depth/1752477574694.png,rgb/1752477574694.png,1.922109595882432,-0.22026179925518496,0.49478421685856144,0.0,0.19791368674342724
depth/1752477574794.png,rgb/1752477574794.png,1.8725570227193775,-0.24008282852040663,0.4955257316305428,0.0,0.19821029265222112
depth/1752477574894.png,rgb/1752477574894.png,1.8229123214957352,-0.259940709009864,0.49644701223642396,0.0,0.19857880489457358
depth/1752477574994.png,rgb/1752477574994.png,1.7731686323560112,-0.27983818466575405,0.49743689139724045,0.0,0.19897475655890062
depth/1752477575094.png,rgb/1752477575094.png,1.7233275338481133,-0.29977462406891364,0.49841098507897863,0.0,0.1993643940315959
depth/1752477575194.png,rgb/1752477575194.png,1.6733964409479851,-0.31974706122896546,0.49931092900128315,0.0,0.19972437160051815
depth/1752477575294.png,rgb/1752477575294.png,1.623386339094354,-0.33975110197041847,0.500101018536312,0.0,0.2000404074145301
depth/1752477575394.png,rgb/1752477575394.png,1.573310019965454,-0.3597816296219789,0.5007631912889998,0.0,0.20030527651560437
depth/1752477575494.png,rgb/1752477575494.png,1.5231808966063711,-0.37983327896561203,0.5012912335908271,0.0,0.2005164934363357
depth/1752477575594.png,rgb/1752477575594.png,1.473012397169213,-0.3999006787404755,0.5016849943715807,0.0,0.20067399774863492
depth/1752477575694.png,rgb/1752477575694.png,1.422817870207658,-0.41997848952509775,0.5019452696155513,0.0,0.2007781078462223
depth/1752477575794.png,rgb/1752477575794.png,1.3726108812262536,-0.44006128511765974,0.502069889814043,0.0,0.20082795592561986
depth/1752477575894.png,rgb/1752477575894.png,1.3224057404159362,-0.4601433414417868,0.5020514081031746,0.0,0.20082056324127073
depth/1752477575994.png,rgb/1752477575994.png,1.2722180754191117,-0.4802184074405167,0.5018766499682448,0.0,0.2007506599872988
depth/1752477576094.png,rgb/1752477576094.png,1.2220652509497456,-0.5002795372282636,0.5015282446936609,0.0,0.20061129787746879
depth/1752477576194.png,rgb/1752477576194.png,1.1719664399304452,-0.5203190616359836,0.5009881101930036,0.0,0.20039524407720055
depth/1752477576294.png,rgb/1752477576294.png,1.121942169715045,-0.5403287697221435,0.5002427021540035,0.0,0.20009708086159872
depth/1752477576394.png,rgb/1752477576394.png,1.0720132034362462,-0.5603003562336624,0.49928966278798725,0.0,0.19971586511519313
depth/1752477576494.png,rgb/1752477576494.png,1.0221986719894764,-0.58022616881237,0.4981453144676973,0.0,0.1992581257870718
depth/1752477576594.png,rgb/1752477576594.png,0.9725134475114063,-0.6001002586035971,0.4968522447807011,0.0,0.19874089791227512
depth/1752477576694.png,rgb/1752477576694.png,0.9229648441191898,-0.6199196999604828,0.4954860339221656,0.0,0.19819441356885736
depth/1752477576794.png,rgb/1752477576794.png,0.8735488439385859,-0.6396861000327232,0.4941600018060388,0.0,0.19766400072240398
depth/1752477576894.png,rgb/1752477576894.png,0.8242461712744489,-0.6594071690983769,0.49302672664137015,0.0,0.1972106906565374
depth/1752477576994.png,rgb/1752477576994.png,0.7750186671934991,-0.679098170730756,0.4922750408094978,0.0,0.19691001632379024
depth/1752477577094.png,rgb/1752477577094.png,0.7258065392572572,-0.6987830219052515,0.49212127936241856,0.0,0.19684851174496032
depth/1752477577194.png,rgb/1752477577194.png,0.6765271614979513,-0.7184947730089735,0.4927937775930591,0.0,0.1971175110372192
depth/1752477577294.png,rgb/1752477577294.png,0.627076159576045,-0.738275173777736,0.49451001921906323,0.0,0.1978040076876253
depth/1752477577394.png,rgb/1752477577394.png,0.5773315147238673,-0.7581730317186075,0.49744644852177666,0.0,0.1989785794087151
depth/1752477577494.png,rgb/1752477577494.png,0.5271613362276597,-0.7782411031170908,0.5017017849620764,0.0,0.20068071398483767
depth/1752477577594.png,rgb/1752477577594.png,0.4764357661288239,-0.7985313311566262,0.5072557009883583,0.0,0.20290228039534952
depth/1752477577694.png,rgb/1752477577694.png,0.42504317645217515,-0.8190883670272862,0.5139258967664873,0.0,0.20557035870660378
depth/1752477577794.png,rgb/1752477577794.png,0.37291039169439255,-0.8399414809304,0.521327847577826,0.0,0.2085311390311384
depth/1752477577894.png,rgb/1752477577894.png,0.3200261227549883,-0.8610951885061624,0.5288426893940423,0.0,0.21153707575762404
depth/1752477577994.png,rgb/1752477577994.png,0.2664661543298439,-0.882519175876221,0.5355996842514443,0.0,0.21423987370058573
depth/1752477578094.png,rgb/1752477578094.png,0.21241812717464414,-0.9041383867383015,0.5404802715519974,0.0,0.21619210862080518
depth/1752477578194.png,rgb/1752477578194.png,0.1582030633038709,-0.9258244122866115,0.5421506387077324,0.0,0.21686025548310006
depth/1752477578294.png,rgb/1752477578294.png,0.10429018365502518,-0.9473895641461505,0.5391287964884572,0.0,0.21565151859539
depth/1752477578394.png,rgb/1752477578394.png,0.05130117444724247,-0.9685851678292643,0.5298900920778271,0.0,0.21195603683113795
depth/1752477578494.png,rgb/1752477578494.png,0.0,-0.9891056376081626,0.5130117444724247,0.0,0.20520469778897876
