depth_filename,rgb_filename,distance_to_target,angle_to_target,vel_x,vel_y,vel_yaw
depth/1752480912591.png,rgb/1752480912591.png,2.5426539833377904,-1.325723804812417,0.5354325861029319,4.440892098500626e-15,-0.00832018332502571
depth/1752480912691.png,rgb/1752480912691.png,2.4891107247274973,-1.3248917864799146,0.5354325861029319,4.440892098500626e-15,-0.00832018332502571
depth/1752480912791.png,rgb/1752480912791.png,2.436089441332457,-1.324067879214229,0.5302128339504014,0.0,-0.008239072656852642
depth/1752480912891.png,rgb/1752480912891.png,2.383601481084178,-1.3232522593529106,0.5248796024827929,-4.440892098500626e-15,-0.00815619861318062
depth/1752480912991.png,rgb/1752480912991.png,2.3316074891582668,-1.32244431535426,0.5199399192591092,-4.440892098500626e-15,-0.008079439986503623
depth/1752480913091.png,rgb/1752480913091.png,2.280035101630552,-1.3216429227422353,0.5157238752771509,0.0,-0.008013926120247206
depth/1752480913191.png,rgb/1752480913191.png,2.2287944663994974,-1.3208466852888587,0.5124063523105427,4.440892098500626e-15,-0.00796237453376758
depth/1752480913291.png,rgb/1752480913291.png,2.1777909027054596,-1.3200541317327648,0.510035636940378,4.440892098500626e-15,-0.007925535560939778
depth/1752480913391.png,rgb/1752480913391.png,2.126934422741938,-1.3192638637372318,0.5085647996352216,0.0,-0.00790267995532723
depth/1752480913491.png,rgb/1752480913491.png,2.0761461697789336,-1.318474655933339,0.5078825296300382,-4.440892098500626e-15,-0.007892078038924666
depth/1752480913591.png,rgb/1752480913591.png,2.0253620697102193,-1.3176855126620177,0.5078410006871448,-4.440892098500626e-15,-0.007891432713211799
depth/1752480913691.png,rgb/1752480913691.png,1.974534149445589,-1.3168956884607854,0.5082792026463023,0.0,-0.007898242012323031
depth/1752480913791.png,rgb/1752480913791.png,1.9236300552602459,-1.316104680579289,0.5090409418534325,4.440892098500626e-15,-0.007910078814967747
depth/1752480913891.png,rgb/1752480913891.png,1.872631320268706,-1.3153122020572707,0.5099873499153995,4.440892098500626e-15,-0.007924785220185804
depth/1752480913991.png,rgb/1752480913991.png,1.8215308975164346,-1.314518143390836,0.5110042275227134,0.0,-0.007940586664347826
depth/1752480914091.png,rgb/1752480914091.png,1.7703304086054235,-1.31372252977835,0.5120048891101114,-4.440892098500626e-15,-0.007956136124858126
depth/1752480914191.png,rgb/1752480914191.png,1.719037470751282,-1.3129254795850975,0.5129293785414135,-4.440892098500626e-15,-0.007970501932521579
depth/1752480914291.png,rgb/1752480914291.png,1.6676633690149467,-1.312127168171672,0.5137410173633539,0.0,-0.007983114134253455
depth/1752480914391.png,rgb/1752480914391.png,1.6162212439611159,-1.3113277997316732,0.5144212505383083,4.440892098500626e-15,-0.007993684399991707
depth/1752480914491.png,rgb/1752480914491.png,1.564724874468802,-1.3105275883775818,0.5149636949231384,4.440892098500626e-15,-0.008002113540914735
depth/1752480914591.png,rgb/1752480914591.png,1.5131880549360759,-1.3097267484630317,0.5153681953272615,0.0,-0.008008399145502665
depth/1752480914691.png,rgb/1752480914691.png,1.4616244979915718,-1.3089254930710277,0.515635569445041,-4.440892098500626e-15,-0.00801255392003597
depth/1752480914791.png,rgb/1752480914791.png,1.4100481391320183,-1.3081240387477615,0.5157635885955347,-4.440892098500626e-15,-0.008014543232657267
depth/1752480914891.png,rgb/1752480914891.png,1.3584736788514709,-1.3073226139268566,0.5157446028054746,0.0,-0.008014248209047281
depth/1752480914991.png,rgb/1752480914991.png,1.306917171028268,-1.3065214680724175,0.5155650782320276,4.440892098500626e-15,-0.008011458544392447
depth/1752480915091.png,rgb/1752480915091.png,1.2553964539900444,-1.3057208783774283,0.515207170382237,4.440892098500626e-15,-0.008005896949896396
depth/1752480915191.png,rgb/1752480915191.png,1.2039312235910393,-1.3049211508993124,0.5146523039900508,0.0,-0.007997274781157415
depth/1752480915291.png,rgb/1752480915291.png,1.1525425670581362,-1.3041226133162835,0.5138865653290314,-4.440892098500626e-15,-0.007985375830283914
depth/1752480915391.png,rgb/1752480915391.png,1.1012518138278333,-1.303325597070295,0.5129075323030285,-4.440892098500626e-15,-0.00797016245988047
depth/1752480915491.png,rgb/1752480915491.png,1.0500786165809208,-1.302530407547891,0.5117319724691249,0.0,-0.007951895224040939
depth/1752480915591.png,rgb/1752480915591.png,0.9990382530839699,-1.301737282153036,0.5104036349695096,4.440892098500626e-15,-0.007931253948552097
depth/1752480915691.png,rgb/1752480915691.png,0.9481382369429288,-1.3009463376410049,0.5090001614104112,4.440892098500626e-15,-0.00790944512031544
depth/1752480915791.png,rgb/1752480915791.png,0.8973744406980972,-1.3001575098744584,0.5076379624483152,0.0,-0.007888277665464294
depth/1752480915891.png,rgb/1752480915891.png,0.8467270629196291,-1.299370491155414,0.5064737777846817,-4.440892098500626e-15,-0.007870187190439637
depth/1752480915991.png,rgb/1752480915991.png,0.7961569039089085,-1.2985846723527,0.505701590107206,-4.440892098500626e-15,-0.007858188027132229
depth/1752480916091.png,rgb/1752480916091.png,0.7456025404193576,-1.2977990989994328,0.5055436348955089,0.0,-0.007855733532671216
depth/1752480916191.png,rgb/1752480916191.png,0.6949790929023041,-1.297012452137028,0.506234475170535,4.440892098500626e-15,-0.007866468624051492
depth/1752480916291.png,rgb/1752480916291.png,0.6441793402616249,-1.2962230656375748,0.5079975264067915,4.440892098500626e-15,-0.007893864994539257
depth/1752480916391.png,rgb/1752480916391.png,0.5930779357303329,-1.2954289917150996,0.5110140453129208,0.0,-0.007940739224752136
depth/1752480916491.png,rgb/1752480916491.png,0.5415393913430844,-1.2946281249977232,0.5153854438724847,-4.440892098500626e-15,-0.00800866717375559
depth/1752480916591.png,rgb/1752480916591.png,0.48943030733205317,-1.2938183925624442,0.521090840110312,-4.440892098500626e-15,-0.008097324352780433
depth/1752480916691.png,rgb/1752480916691.png,0.43663601112627504,-1.2929980124915443,0.5279429620577814,0.0,-0.008203800708996845
depth/1752480916791.png,rgb/1752480916791.png,0.3830813313981003,-1.2921658166842336,0.5355467972817474,4.440892098500626e-15,-0.00832195807311642
depth/1752480916891.png,rgb/1752480916891.png,0.32875467114261436,-1.2913216249325645,0.5432666025548594,4.440892098500626e-15,-0.008441917516703867
depth/1752480916991.png,rgb/1752480916991.png,0.2737338820444153,-1.2904666469878754,0.5502078909819907,0.0,-0.008549779446891392
depth/1752480917091.png,rgb/1752480917091.png,0.21821172266457634,-1.2896038781601395,0.5552215937983895,-4.440892098500626e-15,-0.008627688277336176
depth/1752480917191.png,rgb/1752480917191.png,0.1625179707284028,-1.2887384429247855,0.5569375193617354,-4.440892098500626e-15,-0.008654352353505423
depth/1752480917291.png,rgb/1752480917291.png,0.10713464493384794,-1.2878778314571184,0.5538332579455485,0.0,-0.008606114676643628
depth/1752480917391.png,rgb/1752480917391.png,0.05270038767287133,-1.2870319677362148,0.5443425726097662,4.440892098500626e-15,-0.008458637209036723
depth/1752480917491.png,rgb/1752480917491.png,0.0,-1.2862130469269188,0.5270038767287133,4.440892098500626e-15,-0.008189208093041245
