depth_filename,rgb_filename,x,y,yaw
depth/1752480911478.png,rgb/1752480911478.png,0.11379644312232862,0.43909227072880364,0.3171429549508569
depth/1752480911578.png,rgb/1752480911578.png,0.17178631223479837,0.43909227072880364,0.3026588801865056
depth/1752480911678.png,rgb/1752480911678.png,0.22977618134726813,0.43909227072880364,0.2881748054221543
depth/1752480911778.png,rgb/1752480911778.png,0.2877660504597379,0.43909227072880364,0.27369073065780297
depth/1752480911878.png,rgb/1752480911878.png,0.3457559195722077,0.43909227072880364,0.25920665589345165
depth/1752480911978.png,rgb/1752480911978.png,0.4037457886846775,0.43909227072880364,0.2447225811291003
depth/1752480912078.png,rgb/1752480912078.png,0.46173565779714726,0.43909227072880364,0.23023850636474896
depth/1752480912178.png,rgb/1752480912178.png,0.519725526909617,0.43909227072880364,0.21575443160039762
depth/1752480912278.png,rgb/1752480912278.png,0.5777153960220868,0.43909227072880364,0.20127035683604627
depth/1752480912378.png,rgb/1752480912378.png,0.6357052651345565,0.43909227072880364,0.18678628207169493
depth/1752480912478.png,rgb/1752480912478.png,0.6936951342470262,0.43909227072880364,0.17230220730734358
depth/1752480912578.png,rgb/1752480912578.png,0.751685003359496,0.43909227072880364,0.15781813254299223
depth/1752480912678.png,rgb/1752480912678.png,0.8096748724719657,0.43909227072880364,0.1433340577786409
depth/1752480912778.png,rgb/1752480912778.png,0.8676647415844354,0.43909227072880364,0.12884998301428954
depth/1752480912878.png,rgb/1752480912878.png,0.9256546106969051,0.43909227072880364,0.1143659082499382
depth/1752480912978.png,rgb/1752480912978.png,0.9836444798093749,0.43909227072880364,0.09988183348558685
depth/1752480913078.png,rgb/1752480913078.png,1.0416343489218447,0.43909227072880364,0.0853977587212355
depth/1752480913178.png,rgb/1752480913178.png,1.0996242180343145,0.43909227072880364,0.07091368395688416
depth/1752480913278.png,rgb/1752480913278.png,1.1576140871467844,0.43909227072880364,0.05642960919253282
depth/1752480913378.png,rgb/1752480913378.png,1.2156039562592542,0.43909227072880364,0.04194553442818148
depth/1752480913478.png,rgb/1752480913478.png,1.273593825371724,0.43909227072880364,0.027461459663830144
depth/1752480913578.png,rgb/1752480913578.png,1.331583694484194,0.43909227072880364,0.012977384899478805
depth/1752480913678.png,rgb/1752480913678.png,1.3895735635966637,0.43909227072880364,-0.0015066898648725333
depth/1752480913778.png,rgb/1752480913778.png,1.4475634327091336,0.43909227072880364,-0.015990764629223872
depth/1752480913878.png,rgb/1752480913878.png,1.5055533018216034,0.43909227072880364,-0.03047483939357521
depth/1752480913978.png,rgb/1752480913978.png,1.5635431709340732,0.43909227072880364,-0.04495891415792655
depth/1752480914078.png,rgb/1752480914078.png,1.621533040046543,0.43909227072880364,-0.05944298892227789
depth/1752480914178.png,rgb/1752480914178.png,1.679522909159013,0.43909227072880364,-0.07392706368662923
depth/1752480914278.png,rgb/1752480914278.png,1.7375127782714828,0.43909227072880364,-0.08841113845098056
depth/1752480914378.png,rgb/1752480914378.png,1.7955026473839526,0.43909227072880364,-0.1028952132153319
depth/1752480914478.png,rgb/1752480914478.png,1.8534925164964224,0.43909227072880364,-0.11737928797968325
depth/1752480914578.png,rgb/1752480914578.png,1.9114823856088923,0.43909227072880364,-0.1318633627440346
depth/1752480914678.png,rgb/1752480914678.png,1.9694722547213621,0.43909227072880364,-0.14634743750838594
depth/1752480914778.png,rgb/1752480914778.png,2.027462123833832,0.43909227072880364,-0.1608315122727373
depth/1752480914878.png,rgb/1752480914878.png,2.0854519929463016,0.43909227072880364,-0.17531558703708863
depth/1752480914978.png,rgb/1752480914978.png,2.143441862058771,0.43909227072880364,-0.18979966180143998
depth/1752480915078.png,rgb/1752480915078.png,2.201431731171241,0.43909227072880364,-0.20428373656579132
depth/1752480915178.png,rgb/1752480915178.png,2.2594216002837104,0.43909227072880364,-0.21876781133014267
depth/1752480915278.png,rgb/1752480915278.png,2.31741146939618,0.43909227072880364,-0.23325188609449402
depth/1752480915378.png,rgb/1752480915378.png,2.3754013385086497,0.43909227072880364,-0.24773596085884536
depth/1752480915478.png,rgb/1752480915478.png,2.4333912076211193,0.43909227072880364,-0.2622200356231967
depth/1752480915578.png,rgb/1752480915578.png,2.491381076733589,0.43909227072880364,-0.276704110387548
depth/1752480915678.png,rgb/1752480915678.png,2.5493709458460585,0.43909227072880364,-0.2911881851518993
depth/1752480915778.png,rgb/1752480915778.png,2.607360814958528,0.43909227072880364,-0.30567225991625063
depth/1752480915878.png,rgb/1752480915878.png,2.6653506840709977,0.43909227072880364,-0.32015633468060195
depth/1752480915978.png,rgb/1752480915978.png,2.7233405531834673,0.43909227072880364,-0.33464040944495327
depth/1752480916078.png,rgb/1752480916078.png,2.781330422295937,0.43909227072880364,-0.3491244842093046
depth/1752480916178.png,rgb/1752480916178.png,2.8393202914084066,0.43909227072880364,-0.3636085589736559
depth/1752480916278.png,rgb/1752480916278.png,2.897310160520876,0.43909227072880364,-0.3780926337380072
depth/1752480916378.png,rgb/1752480916378.png,2.955300029633346,0.43909227072880364,-0.39257670850235854
